serialNumber,iaq,timestamp,eVOC,bearing,pressure,humidity,altitude,batteryPercent,eCO2,deviceId,luminance,iaqAccuracy,temperature,userId
m3wjc22wyh88,121.3063,1599420009669,1.373365,105,97192,50.72443,349.9269,97,918.4189,fFrU8brLxN5Wea7PQwJg,42,3,23.63485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598395593198,0.5,-49,96471,51.3065,412.2005,97,500,UefkqbOojs07AR21i0ix,200,0,27.565,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599718827644,0.5,-137,97279,46.0995,342.438,97,500,So15xXTTj0GAoVeomUCA,2237,0,24.615,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,60.65656,1601743516543,0.917028,-162,94719,24.46768,565.1101,100,660.4956,I1t2t86ZQoGIAv1i30r9,65,3,33.68985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,117.1735,1600704311152,0.918975,132,96644,36.1788,397.2245,97,661.0566,fFrU8brLxN5Wea7PQwJg,1401,1,30.20985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,250,1598674514319,1000,-32,95927,56.51049,459.437,97,5474.077,UefkqbOojs07AR21i0ix,0,2,24.00985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601369419745,0.5,-31,97182,35.75868,350.7881,53,500,UefkqbOojs07AR21i0ix,788,0,27.03027,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,39.31604,1601141712270,0.620451,-108,95780,38.80934,472.2389,102,557.1134,UefkqbOojs07AR21i0ix,0,3,22.72485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,223.9608,1600093815912,1.860143,-140,97553,41.23535,318.8869,97,1119.121,So15xXTTj0GAoVeomUCA,998,1,28.42485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,121.53,1599968108176,1.454315,107,97663,61.41504,309.4471,97,956.3056,fFrU8brLxN5Wea7PQwJg,0,3,21.18485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,233.9575,1599708016448,119.4494,111,97338,54.68347,337.3618,97,3872.574,fFrU8brLxN5Wea7PQwJg,0,3,23.52485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598523618523,0.5,102,96949,37.04931,370.8736,97,500,fFrU8brLxN5Wea7PQwJg,1994,0,25.60485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,208.3935,1598670015536,48.0528,-29,95943,56.76499,458.0447,97,3270.188,UefkqbOojs07AR21i0ix,0,3,23.96985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,217.6844,1600281617282,4.883753,-136,97118,48.2924,356.3012,97,1757.671,So15xXTTj0GAoVeomUCA,0,2,26.36485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601385017571,0.5,-63,97188,40.67136,350.2711,94,500,UefkqbOojs07AR21i0ix,293,2,27.12985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601733315334,0.5,-27,94794,53.54148,558.5173,72,500,UefkqbOojs07AR21i0ix,667,1,22.08985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,112.8223,1599592817389,2.578373,103,97859,48.18041,292.6489,97,1335.114,fFrU8brLxN5Wea7PQwJg,40,3,24.22985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,84.26443,1600438818695,1.130247,111,97289,47.7464,341.5774,97,789.5345,fFrU8brLxN5Wea7PQwJg,2937,3,27.06985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,244.4675,1602377424016,8.172097,152,97399,61.13954,332.1169,49,2098.235,I1t2t86ZQoGIAv1i30r9,0,2,22.39985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,108.4667,1599198611884,2.450678,106,97812,53.09946,296.6745,97,1301.513,fFrU8brLxN5Wea7PQwJg,541,3,23.01485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,142.8557,1601060711328,1.547802,-69,95627,37.72334,485.5795,111,997.5196,UefkqbOojs07AR21i0ix,82,3,23.88485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598445911846,0.5,143,96804,35.1285,383.3928,97,500,SAGvj9Ar25aG4i3Xxta1,1254,0,27.815,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,128.5373,1599555014680,5.343642,105,97988,49.21642,281.6079,97,1817.205,fFrU8brLxN5Wea7PQwJg,916,3,23.13485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,45.81723,1598943916864,1.128943,105,96922,55.40649,373.2038,97,788.7704,fFrU8brLxN5Wea7PQwJg,1221,3,20.22485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,72.63106,1602016516371,0.950126,-174,96290,54.40648,427.8932,82,674.6945,I1t2t86ZQoGIAv1i30r9,87,3,22.38485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,200.426,1601705721535,11.72739,-159,94647,61.61704,571.4431,83,2337.182,I1t2t86ZQoGIAv1i30r9,9,3,21.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1600680917728,0.5,129,96858,45.15239,378.7283,97,500,fFrU8brLxN5Wea7PQwJg,537,0,29.19485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,127.6059,1601710223364,2.882337,-158,94880,59.64403,550.9634,83,1408.837,I1t2t86ZQoGIAv1i30r9,22,3,21.75485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,59.6968,1600119013930,0.628743,-112,97526,54.40297,321.2054,97,560.6264,UefkqbOojs07AR21i0ix,0,1,26.13485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598401815583,0.5,-46,96502,41.73179,409.5157,97,500,UefkqbOojs07AR21i0ix,0,0,25.66561,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,99.38139,1599956413640,1.213484,107,97616,57.67699,313.4797,97,836.5423,fFrU8brLxN5Wea7PQwJg,0,3,22.54985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,108.5694,1600401917546,2.237573,107,97289,57.33249,341.5774,97,1241.331,fFrU8brLxN5Wea7PQwJg,0,3,22.81485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,241.8387,1601542821925,202.7265,-157,95995,27.53373,453.5208,100,4222.501,I1t2t86ZQoGIAv1i30r9,381,3,35.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,111.5068,1598710818482,5.263463,105,96035,48.85091,450.0422,97,1807.203,fFrU8brLxN5Wea7PQwJg,490,3,24.64985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,234.5196,1598679018266,537.6732,-34,95963,57.967,456.3043,97,4867.754,UefkqbOojs07AR21i0ix,40,3,24.00485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599689423213,0.5,69,97274,55.2865,342.8683,97,500,gbeSfksDVEIUEEz60y87,0,0,23.725,U6rvFKB7l8gOFQca1lMf8zP0i8X2
,25,1598381111986,0.5,166,96441,37.753,414.8007,97,500,SAGvj9Ar25aG4i3Xxta1,63,0,26.61,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,103.4556,1600465511759,1.687893,108,97251,54.55997,344.8476,97,1054.838,fFrU8brLxN5Wea7PQwJg,10,3,23.49485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9u,25,1598520293158,0.5,-139,96941,34.035,371.5636,97,500,null,680,0,27.285,null
m3wjc22wyh88,150.1349,1598705416921,18.75576,106,96021,51.78294,451.2596,97,2647.82,fFrU8brLxN5Wea7PQwJg,731,3,25.43985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1600640107398,0.5,80,96662,57.17699,395.6671,97,500,gbeSfksDVEIUEEz60y87,0,1,25.15485,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,56.90138,1600101314259,0.669884,109,97504,42.39285,323.0949,97,577.3983,fFrU8brLxN5Wea7PQwJg,1881,3,29.60985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,229.9088,1601699421077,26.33548,-157,94294,61.17754,602.5477,83,2872.354,I1t2t86ZQoGIAv1i30r9,0,3,21.94485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,28.32743,1601474723168,0.546316,112,96595,48.36042,401.464,102,523.442,fFrU8brLxN5Wea7PQwJg,1662,2,24.14985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,52.52835,1601936413940,0.759908,-174,96395,54.29699,418.7873,89,610.7642,I1t2t86ZQoGIAv1i30r9,0,3,21.73485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,238.5324,1598878216441,49.23049,104,96901,43.70887,375.0158,97,3286.206,fFrU8brLxN5Wea7PQwJg,2126,3,24.61485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1603342820714,0.5,100,96959,56.7835,370.0101,102,500,fFrU8brLxN5Wea7PQwJg,0,2,21.99485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,30.77671,1600997410420,0.541291,-113,95488,54.65449,497.7144,74,520.9968,So15xXTTj0GAoVeomUCA,0,3,20.71985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,180.0513,1599859512736,11.54265,-139,96967,49.12892,369.3202,97,2326.677,So15xXTTj0GAoVeomUCA,0,3,24.71985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,143.9164,1600241717341,1.414242,108,97314,57.522,339.4263,97,937.8217,fFrU8brLxN5Wea7PQwJg,1364,3,23.52985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,250,1600781114080,2.570206,124,96407,39.66934,417.747,69,1333.015,I1t2t86ZQoGIAv1i30r9,1246,1,29.55985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598325009176,0.5,177,96819,45.656,382.0969,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,20.665,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598404509488,0.5,144,96506,40.862,409.1695,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,25.45,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598390112086,0.5,167,96478,37.103,411.5941,97,500,SAGvj9Ar25aG4i3Xxta1,59,0,26.31,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,184.6617,1601451329099,19.72583,112,96985,53.44497,367.7676,100,2681.179,fFrU8brLxN5Wea7PQwJg,288,3,23.09985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,243.3819,1600785615037,3.027961,105,96345,41.15886,423.1221,83,1441.443,I1t2t86ZQoGIAv1i30r9,827,1,30.27485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,168.7946,1599550514088,16.006,104,97962,49.19243,283.8323,97,2542.942,fFrU8brLxN5Wea7PQwJg,922,3,22.40985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,62.9052,1600083916322,0.642205,-112,97694,52.32044,306.7888,97,566.2325,UefkqbOojs07AR21i0ix,457,1,26.93485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,53.62992,1599936013334,1.06046,-141,97394,45.24588,332.5467,97,747.3727,So15xXTTj0GAoVeomUCA,0,3,26.35485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,191.6846,1601442322150,35.33402,110,96979,52.78197,368.2849,100,3066.798,fFrU8brLxN5Wea7PQwJg,0,3,22.83985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,60.43635,1601727010555,0.631821,-30,94916,53.12097,547.8028,73,561.9186,UefkqbOojs07AR21i0ix,968,1,23.15485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,250,1601540123034,309.7195,-156,96017,28.03923,451.6078,100,4502.864,I1t2t86ZQoGIAv1i30r9,405,2,34.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,134.0639,1598706913524,10.19339,-32,95978,49.75293,454.9991,97,2244.443,UefkqbOojs07AR21i0ix,556,3,25.09485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,52.34542,1600515016961,1.323761,109,97095,54.62396,358.2831,97,894.0833,fFrU8brLxN5Wea7PQwJg,2177,3,26.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,55.34501,1599993318038,0.656148,108,97823,58.843,295.7323,97,571.916,fFrU8brLxN5Wea7PQwJg,963,3,24.06485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,53.41486,1599740412814,1.53646,111,97104,44.22637,357.5076,97,992.6544,fFrU8brLxN5Wea7PQwJg,1316,3,25.24485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,105.7556,1601943015546,1.08445,-8,96457,56.345,413.4139,57,762.1714,UefkqbOojs07AR21i0ix,0,3,21.06485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,48.63906,1599294017283,0.720849,104,97181,52.46495,350.874,97,596.8011,fFrU8brLxN5Wea7PQwJg,1471,3,24.67985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,102.2896,1599375915551,1.25879,102,97077,50.56793,359.8343,97,860.791,fFrU8brLxN5Wea7PQwJg,536,3,22.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,83.50534,1599189612107,1.721717,104,97771,52.52945,300.1877,97,1067.964,fFrU8brLxN5Wea7PQwJg,0,3,23.20485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,143.5138,1600021206101,1.093558,65,97618,57.94199,313.3082,97,767.704,gbeSfksDVEIUEEz60y87,47,1,25.13485,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,146.6473,1598658017767,29.06548,107,96002,50.53693,452.912,97,2937.604,fFrU8brLxN5Wea7PQwJg,0,3,24.60485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,123.3534,1598604914027,0.957251,-36,95922,42.75485,459.8727,97,679.6371,UefkqbOojs07AR21i0ix,1500,1,26.97485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,58.42619,1599176118772,1.141975,103,97779,48.87141,299.5024,97,796.3633,fFrU8brLxN5Wea7PQwJg,0,3,23.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,250,1598670910918,60.02766,158,95939,54.19547,458.3926,97,3417.383,SAGvj9Ar25aG4i3Xxta1,0,2,24.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,250,1602209113828,93.92863,-172,97454,57.552,327.3904,60,3713.57,I1t2t86ZQoGIAv1i30r9,0,2,22.82985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,31.2286,1601415323076,0.520993,113,97163,36.27982,352.4245,90,510.8834,fFrU8brLxN5Wea7PQwJg,85,1,27.80485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,117.0703,1602288320451,4.127243,-173,97266,61.30353,343.5569,52,1646.333,I1t2t86ZQoGIAv1i30r9,0,3,23.07985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,165.0762,1599020410717,28.45493,106,96860,59.10851,378.5557,97,2923.56,fFrU8brLxN5Wea7PQwJg,0,3,23.20485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,44.3771,1599046511495,0.793019,108,96953,41.53485,370.5281,97,622.0499,fFrU8brLxN5Wea7PQwJg,1920,3,25.43485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,51.95589,1601736016166,0.597412,-27,94749,51.95046,562.4728,71,547.1006,UefkqbOojs07AR21i0ix,1188,1,22.43985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598341208016,0.5,178,96755,47.1365,387.6267,97,500,SAGvj9Ar25aG4i3Xxta1,758,0,21.635,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,25,1598559017469,0.5,157,96502,43.69788,409.5157,97,500,SAGvj9Ar25aG4i3Xxta1,32,1,24.21485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1601424320653,421.8959,111,97114,48.36343,356.6458,102,4707.338,fFrU8brLxN5Wea7PQwJg,0,2,24.14985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,32.07131,1602011115629,0.553391,-173,96127,51.85996,442.0454,83,526.8466,I1t2t86ZQoGIAv1i30r9,89,3,22.03985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,43.49537,1599749716245,0.564951,-140,96926,34.96779,372.8582,97,532.3173,So15xXTTj0GAoVeomUCA,1189,1,28.34985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1600570210066,0.5,152,96752,62.76556,387.8856,79,500,I1t2t86ZQoGIAv1i30r9,0,2,22.32485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599708027012,0.5,-140,97324,49.1535,338.5665,97,500,So15xXTTj0GAoVeomUCA,0,0,23.66,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,52.40541,1601808016968,0.608778,-33,95351,42.67689,509.6888,64,552.0876,UefkqbOojs07AR21i0ix,480,1,20.34485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,161.7878,1600070417015,1.233808,-111,97814,46.2904,296.5032,97,847.5302,UefkqbOojs07AR21i0ix,1399,1,26.98485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,85.12001,1599862214632,1.626786,-138,96971,49.54543,368.9748,97,1030.444,So15xXTTj0GAoVeomUCA,0,3,24.49485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,96.55717,1600382117268,1.670633,107,97255,55.51698,344.5034,97,1048.038,fFrU8brLxN5Wea7PQwJg,0,3,24.43485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.21457,1599085215258,0.559615,105,97265,48.23692,343.6422,97,529.8064,fFrU8brLxN5Wea7PQwJg,0,3,21.28485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,41.64696,1600593613470,0.757069,161,96778,60.21853,385.6387,75,609.7737,I1t2t86ZQoGIAv1i30r9,666,3,23.05485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,34.25927,1601001312809,0.558692,129,95533,54.09099,493.7842,91,529.3692,fFrU8brLxN5Wea7PQwJg,0,3,19.91485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,46.27111,1601779517336,0.826207,-172,95051,48.30843,535.9593,94,632.8984,I1t2t86ZQoGIAv1i30r9,0,3,19.37485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,196.2735,1601572527360,63.62724,-158,95860,21.99917,465.2703,99,3455.908,I1t2t86ZQoGIAv1i30r9,85,3,38.16485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,200.9026,1598976312209,1000,109,96779,33.80927,385.5526,97,5843.271,fFrU8brLxN5Wea7PQwJg,4646,3,29.96485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,84.82071,1600301117609,0.839959,107,97255,52.95845,344.5034,97,637.2664,fFrU8brLxN5Wea7PQwJg,0,3,23.40985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,46.18801,1599825019266,0.779637,109,96893,51.97744,375.7066,97,617.5464,fFrU8brLxN5Wea7PQwJg,1158,3,25.05485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,241.3894,1598681115412,598.245,104,95996,56.82898,453.4336,97,4938.373,fFrU8brLxN5Wea7PQwJg,92,3,24.15985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,80.24578,1601488222159,2.101471,113,96505,53.07647,409.2558,102,1199.817,fFrU8brLxN5Wea7PQwJg,41,3,22.83985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,77.25768,1601917811559,0.977763,-9,96257,52.61547,430.7567,59,693.662,UefkqbOojs07AR21i0ix,1,3,20.98985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,107.2256,1601008214043,1.354737,-120,95570,44.2614,490.554,72,909.3849,So15xXTTj0GAoVeomUCA,0,3,19.24485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1600535111317,0.5,154,96835,59.936,380.715,85,500,I1t2t86ZQoGIAv1i30r9,54,1,25.37485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,42.02335,1599373220608,0.616724,104,97075,50.45244,360.0071,97,555.5194,fFrU8brLxN5Wea7PQwJg,570,3,21.53485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600082112923,0.5,-141,97727,44.60837,303.9589,97,500,So15xXTTj0GAoVeomUCA,2481,1,29.58985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,30.94672,1601509211518,0.564043,-34,96402,52.51897,418.18,95,531.8917,UefkqbOojs07AR21i0ix,0,3,21.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,70.71341,1599339914057,0.952769,103,97122,49.14991,355.9568,97,676.5322,fFrU8brLxN5Wea7PQwJg,0,3,25.15985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,136.1428,1599861014255,10.06734,107,96991,54.69296,367.2503,97,2236.212,fFrU8brLxN5Wea7PQwJg,41,3,24.93985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1598615119336,0.5,-33,95847,40.59184,466.4022,97,500,UefkqbOojs07AR21i0ix,1307,1,26.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,27.58001,1601546113850,0.525876,-35,95945,50.98145,457.8708,92,513.3517,UefkqbOojs07AR21i0ix,438,3,21.42985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,83.22397,1599844818413,1.351098,110,96848,40.43133,379.592,97,907.6052,fFrU8brLxN5Wea7PQwJg,401,3,28.23985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,27.68802,1601999710344,0.517849,-6,96039,50.45645,449.694,52,509.2816,UefkqbOojs07AR21i0ix,474,3,22.07985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,250,1601027113888,320.7995,-177,95598,38.26133,488.1102,100,4526.117,So15xXTTj0GAoVeomUCA,709,2,26.07485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1600801386449,0.5,105,96294,46.649,427.5463,-250,500,fFrU8brLxN5Wea7PQwJg,72,0,28.56,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,252.6159,1600844407013,14.35725,-179,96341,55.65199,423.4694,89,2471.028,I1t2t86ZQoGIAv1i30r9,149,2,23.48985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,188.0174,1598599517339,1.467129,-33,96065,48.46691,447.4337,97,962.109,UefkqbOojs07AR21i0ix,607,1,25.34985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,57.59343,1598696120802,1.387919,-32,96025,53.44246,450.9119,97,925.3927,UefkqbOojs07AR21i0ix,709,3,24.27985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,42.98167,1600052414415,0.563038,-112,97767,47.63691,300.5308,97,531.4197,UefkqbOojs07AR21i0ix,0,1,25.65985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,89.39907,1600349718696,0.993906,110,97165,49.24791,352.2518,97,704.4951,fFrU8brLxN5Wea7PQwJg,1897,3,26.48985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,230.0942,1600822213949,1.937026,109,96358,53.40647,421.995,-234,1145.913,fFrU8brLxN5Wea7PQwJg,0,1,23.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,116.4929,1598713219932,5.249705,-30,95978,54.25298,454.9991,97,1805.472,UefkqbOojs07AR21i0ix,268,3,24.57985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,129.5463,1599804317526,6.623954,111,96891,55.53648,375.8792,97,1959.292,fFrU8brLxN5Wea7PQwJg,637,3,22.88985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,129.8809,1600148715578,0.999414,-111,97520,55.60398,321.7204,97,708.1512,UefkqbOojs07AR21i0ix,101,1,24.56985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,179.4815,1602028218779,3.081196,-173,96397,58.40251,418.614,81,1452.972,I1t2t86ZQoGIAv1i30r9,0,3,22.17985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600833912923,2.493071,109,96319,55.41399,425.3777,-234,1312.858,fFrU8brLxN5Wea7PQwJg,0,1,23.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,81.80194,1600019418351,1.152543,107,97710,45.70088,305.417,97,802.4568,fFrU8brLxN5Wea7PQwJg,28,3,26.82485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,51.80907,1601478323062,0.996846,116,96570,29.11773,403.6276,99,706.4489,fFrU8brLxN5Wea7PQwJg,9510,3,33.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,26.40677,1599762016451,0.523437,111,96905,42.00785,374.6707,97,512.1214,fFrU8brLxN5Wea7PQwJg,0,3,26.02985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,36.9411,1601674816161,0.569546,1,94163,55.85649,614.1144,79,534.4607,UefkqbOojs07AR21i0ix,10,3,21.55485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,34.58233,1599829516465,0.607835,108,96875,49.87941,377.2603,97,551.6776,fFrU8brLxN5Wea7PQwJg,1217,3,25.06485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.92878,1603375222902,0.633134,101,96918,47.72192,373.5483,99,562.468,fFrU8brLxN5Wea7PQwJg,1370,3,23.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1603641617268,0.5,153,95990,38.97186,453.9557,49,500,I1t2t86ZQoGIAv1i30r9,97,1,26.10985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,75.91072,1599868517141,1.265711,-138,96996,50.86344,366.8185,97,864.418,So15xXTTj0GAoVeomUCA,0,3,23.88985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,82.03596,1600284314630,0.961474,-136,97128,46.07539,355.439,97,682.5485,So15xXTTj0GAoVeomUCA,0,3,26.10985,ztx11HwFoJPuDJd1p7lLilvvkjg2
