serialNumber,iaq,timestamp,eVOC,bearing,pressure,humidity,altitude,batteryPercent,eCO2,deviceId,luminance,iaqAccuracy,temperature,userId
wthsftyK5vgu,29.139,1602004215023,0.528744,-6,96018,50.88795,451.5206,52,514.791,UefkqbOojs07AR21i0ix,1,3,21.39485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599327316908,0.5,104,96948,44.75887,370.9596,97,500,fFrU8brLxN5Wea7PQwJg,203,2,25.78985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,188.911,1601818224923,10.12847,-167,95350,22.91867,509.7765,100,2240.216,I1t2t86ZQoGIAv1i30r9,317,3,33.33985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,135.1922,1601863814033,2.902,-17,95763,52.96848,473.7199,61,1413.335,UefkqbOojs07AR21i0ix,0,3,21.02485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601368835595,0.5,-27,97172,35.62433,351.6495,43,500,UefkqbOojs07AR21i0ix,936,0,27.62965,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,199.0836,1601102115254,7.903006,-70,95765,55.04749,473.5457,109,2076.086,UefkqbOojs07AR21i0ix,177,3,22.62985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,159.9212,1598619614957,1.218694,-35,95874,45.46688,464.0508,97,839.3763,UefkqbOojs07AR21i0ix,412,1,26.96985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1603330222076,3.218838,100,96912,53.20948,374.0665,92,1481.883,fFrU8brLxN5Wea7PQwJg,0,1,23.89985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,187.5858,1599471317674,8.480553,106,97400,46.4894,332.0312,97,2122.745,fFrU8brLxN5Wea7PQwJg,1570,3,25.13485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,126.8312,1600271417363,1.054045,110,97040,37.5158,363.0237,97,743.3587,fFrU8brLxN5Wea7PQwJg,1764,1,31.73485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,86.96933,1600110016348,0.752809,-113,97494,50.89094,323.9535,97,608.2803,UefkqbOojs07AR21i0ix,0,1,26.63485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598728814993,0.5,99,95998,53.28046,453.2602,97,500,fFrU8brLxN5Wea7PQwJg,38,1,24.04485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,84.64684,1600307418035,0.808745,106,97273,55.70049,342.954,97,627.2458,fFrU8brLxN5Wea7PQwJg,0,3,22.22985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,68.78838,1600030216263,0.882499,107,97810,53.79346,296.8463,97,650.3396,fFrU8brLxN5Wea7PQwJg,41,3,24.48485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,41.86928,1600102215311,0.582703,108,97498,44.34586,323.61,97,540.504,fFrU8brLxN5Wea7PQwJg,881,3,28.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,103.3732,1603418418592,2.018326,102,96934,62.02005,372.1676,99,1173.112,fFrU8brLxN5Wea7PQwJg,0,3,21.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,84.32328,1600268116164,1.969382,-138,97028,40.07684,364.0585,97,1156.872,So15xXTTj0GAoVeomUCA,1268,3,27.74985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,168.5395,1602593122550,10.03648,103,96299,42.78138,427.1124,98,2234.181,fFrU8brLxN5Wea7PQwJg,1830,3,22.19485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,57.65518,1599942015451,0.791919,106,97502,50.41892,323.2661,97,621.6823,fFrU8brLxN5Wea7PQwJg,40,3,24.65985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,125.2459,1602199218233,2.260559,-173,97490,53.05546,324.2969,62,1248.092,I1t2t86ZQoGIAv1i30r9,0,3,23.11985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,70.24815,1599598217271,1.106036,104,97865,49.28693,292.1348,97,775.2098,fFrU8brLxN5Wea7PQwJg,32,3,22.99985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,56.1362,1600530312311,1.360136,108,96877,58.449,377.0878,97,912.0159,fFrU8brLxN5Wea7PQwJg,399,3,25.14485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,43.28866,1601529912527,0.714929,-34,96086,55.13249,445.6089,94,594.619,UefkqbOojs07AR21i0ix,8,3,20.77985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599709527957,0.5,-139,97316,48.6265,339.2549,97,500,So15xXTTj0GAoVeomUCA,0,0,23.65,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.08886,1599331811795,0.611472,101,97005,47.0769,366.0423,97,553.2561,fFrU8brLxN5Wea7PQwJg,0,3,24.85985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599323717409,0.5,105,96916,42.50835,373.7214,97,500,fFrU8brLxN5Wea7PQwJg,1677,2,27.75985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,215.2611,1600154416539,2.95233,109,97547,69.82159,319.4023,97,1424.709,fFrU8brLxN5Wea7PQwJg,630,3,22.92985,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9u,25,1598520236970,0.5,-142,96965,34.8835,369.4927,97,500,null,686,0,28.31,null
m3wjc22wyh88,127.5173,1600086017561,1.104873,108,97688,60.47601,307.3031,97,774.5134,fFrU8brLxN5Wea7PQwJg,1082,3,25.44485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,120.2772,1601058013416,1.283208,-63,95594,37.59984,488.4592,109,873.5004,UefkqbOojs07AR21i0ix,3,3,24.93485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,172.7813,1599797416016,1.326706,-138,96853,51.11844,379.1596,97,895.5535,So15xXTTj0GAoVeomUCA,0,1,23.59985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,128.4064,1599407412488,1.754268,104,97030,49.90993,363.8866,97,1080.354,fFrU8brLxN5Wea7PQwJg,211,3,23.07985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,32.92469,1600794615633,0.526861,-98,96221,56.2455,433.8817,88,513.847,UefkqbOojs07AR21i0ix,4,1,23.98985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,112.1577,1602618324528,1.949015,102,96309,47.36993,426.2448,99,1149.995,fFrU8brLxN5Wea7PQwJg,38,3,21.02985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,40.69471,1601940021465,0.628614,-174,96427,54.14197,416.0134,88,560.5723,I1t2t86ZQoGIAv1i30r9,0,3,21.74485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,207.1582,1600152315629,5.881045,-111,97532,54.30247,320.6899,97,1880.597,UefkqbOojs07AR21i0ix,723,3,25.58985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,46.65681,1599744917123,1.126437,110,97026,41.57935,364.2314,97,787.3003,fFrU8brLxN5Wea7PQwJg,1874,3,26.47985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,214.341,1601434222891,101.3886,110,97020,52.20796,364.7485,101,3764.127,fFrU8brLxN5Wea7PQwJg,0,3,22.97985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599688520746,0.5,68,97280,55.0655,342.3517,97,500,gbeSfksDVEIUEEz60y87,0,0,23.86,U6rvFKB7l8gOFQca1lMf8zP0i8X2
,25,1598289395165,0.5,-171,96829,19.9275,381.233,1073484340,500,SAGvj9Ar25aG4i3Xxta1,5357,0,32.305,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,158.6035,1598719512737,12.16969,-32,95935,58.25351,458.7411,97,2361.672,UefkqbOojs07AR21i0ix,211,3,24.57485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,35.39189,1600512318163,0.732419,109,97124,55.23697,355.784,97,601.0144,fFrU8brLxN5Wea7PQwJg,2160,3,25.39985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1602363924211,0.5,152,97482,53.99597,324.9843,50,500,I1t2t86ZQoGIAv1i30r9,84,1,22.90985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,103.2771,1599752118071,7.446867,118,96983,18.33413,367.9395,97,2036.758,fFrU8brLxN5Wea7PQwJg,17354,3,43.56985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599691826541,0.5,-138,97363,46.0455,335.2121,97,500,So15xXTTj0GAoVeomUCA,0,0,24.735,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,28.00577,1601475017591,0.532063,-26,96572,48.35992,403.455,96,516.4469,UefkqbOojs07AR21i0ix,932,3,23.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,28.7376,1598570721487,0.512494,-36,96374,44.94238,420.6078,97,506.5308,UefkqbOojs07AR21i0ix,0,1,25.35985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,35.35089,1601956222916,0.566663,-173,96439,54.73448,414.9734,86,533.1182,I1t2t86ZQoGIAv1i30r9,0,3,21.38985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,81.2897,1600020318886,1.134121,109,97710,46.9949,305.417,97,791.7979,fFrU8brLxN5Wea7PQwJg,1,3,26.47485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,65.5202,1601371513075,0.653391,-18,97202,37.86034,349.0657,60,570.8018,UefkqbOojs07AR21i0ix,1545,1,26.46485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599675624820,0.5,69,97210,54.7625,348.3772,97,500,gbeSfksDVEIUEEz60y87,86,0,24.815,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,250,1598584213674,19.02033,104,96194,46.9509,436.2262,97,2657.086,fFrU8brLxN5Wea7PQwJg,0,2,25.34485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,250,1598621416909,2.305386,-40,95851,45.86989,466.0534,97,1261.082,UefkqbOojs07AR21i0ix,397,1,26.76485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,28.30741,1599819618435,0.535975,112,96920,51.94594,373.3758,97,518.3853,fFrU8brLxN5Wea7PQwJg,1096,3,24.73985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,74.9276,1599559520306,1.478867,106,97990,48.1054,281.4364,97,967.3804,fFrU8brLxN5Wea7PQwJg,942,3,22.81985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,34.82153,1599582015567,0.589352,106,97784,28.61123,299.0734,97,543.5063,fFrU8brLxN5Wea7PQwJg,5061,3,32.61485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.65951,1603324821381,0.547196,100,96893,51.10246,375.7066,74,523.8676,fFrU8brLxN5Wea7PQwJg,0,1,24.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,227.7163,1599712517102,1000,111,97306,55.36398,340.1147,97,5438.425,fFrU8brLxN5Wea7PQwJg,0,3,23.39485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,119.244,1601153415255,1.729412,-105,95700,40.82636,479.2122,100,1070.914,UefkqbOojs07AR21i0ix,3,3,22.59485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,37.15371,1599897018351,0.630077,108,97236,62.96455,346.1389,97,561.1874,fFrU8brLxN5Wea7PQwJg,692,3,21.66485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,35.57177,1600364115166,0.716237,-137,97106,47.8119,357.3353,97,595.1027,So15xXTTj0GAoVeomUCA,36,3,26.73485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,137.8915,1602048919712,1.621111,-173,96666,60.54854,395.3218,78,1028.133,I1t2t86ZQoGIAv1i30r9,11,3,21.79485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,44.38313,1599050112271,0.778339,105,96951,39.92184,370.7006,97,617.1053,fFrU8brLxN5Wea7PQwJg,1918,3,25.50485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,42.56628,1601779213277,0.570613,-50,95043,51.41047,536.6609,67,534.9559,UefkqbOojs07AR21i0ix,0,1,18.34985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,86.09842,1600853410368,1.191194,-164,96364,54.04948,421.4745,88,824.2777,I1t2t86ZQoGIAv1i30r9,1234,3,24.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,33.01317,1601607621314,0.603549,-159,95054,56.2225,535.6967,94,549.805,I1t2t86ZQoGIAv1i30r9,0,3,21.97985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1601975120926,0.5,-173,96301,50.18045,426.939,85,500,I1t2t86ZQoGIAv1i30r9,388,2,22.02485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,118.2673,1599646519481,0.925636,53,97610,55.20898,313.9949,97,662.9679,UefkqbOojs07AR21i0ix,312,1,23.57985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,243.5947,1600178417151,24.82563,-113,97230,43.01686,346.6551,97,2833.297,UefkqbOojs07AR21i0ix,403,3,27.65985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,62.06236,1600402814454,0.965178,107,97291,57.05949,341.4054,97,685.0923,fFrU8brLxN5Wea7PQwJg,0,3,22.75985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,197.6649,1598953816817,206.5774,105,96887,45.38788,376.2243,97,4234.949,fFrU8brLxN5Wea7PQwJg,3072,3,25.79985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,250,1600082412851,6.492589,64,97629,61.41354,312.3646,97,1946.041,gbeSfksDVEIUEEz60y87,86,2,24.35985,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,75.37232,1599340817326,1.01002,104,97130,50.16942,355.2673,97,715.1346,fFrU8brLxN5Wea7PQwJg,0,3,25.08485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,79.24849,1600086917961,0.757346,109,97676,58.20199,308.3323,97,609.8704,fFrU8brLxN5Wea7PQwJg,1148,1,25.73985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,91.19942,1603401321958,2.103254,101,97014,54.849,365.2662,99,1200.378,fFrU8brLxN5Wea7PQwJg,0,3,23.16485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,28.86684,1600522216933,0.570554,111,97022,50.56892,364.5767,97,534.9288,fFrU8brLxN5Wea7PQwJg,2488,3,27.11985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,45.5391,1599392117806,0.662385,104,97032,42.78286,363.7137,97,574.4193,fFrU8brLxN5Wea7PQwJg,1621,3,24.91985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,63.26801,1600848313397,0.797694,109,96350,53.03046,422.689,-235,623.6052,fFrU8brLxN5Wea7PQwJg,413,3,24.45485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,25,1599597928528,0.5,-156,97802,39.381,297.5313,97,500,SAGvj9Ar25aG4i3Xxta1,69,0,27.04,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,26.89044,1599820518308,0.520042,112,96922,52.63695,373.2038,97,510.3997,fFrU8brLxN5Wea7PQwJg,1157,3,24.65485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.97683,1599105017007,0.566663,104,97326,54.79198,338.394,97,533.1182,fFrU8brLxN5Wea7PQwJg,0,3,18.92485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,94.66182,1600161316442,2.278844,-112,97537,49.61092,320.2605,97,1253.422,UefkqbOojs07AR21i0ix,994,3,27.64485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,38.8714,1602007521626,0.615292,-174,96084,51.92396,445.7821,83,554.9042,I1t2t86ZQoGIAv1i30r9,91,3,21.85985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,41.89574,1599658519199,0.616796,104,97406,46.47239,331.5151,97,555.5504,fFrU8brLxN5Wea7PQwJg,1548,3,25.56485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,25,1599506717447,0.5,-147,97627,39.24884,312.5356,97,500,SAGvj9Ar25aG4i3Xxta1,34,1,24.80485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,100.9874,1603393223279,3.058663,100,97069,53.81198,360.524,99,1448.117,fFrU8brLxN5Wea7PQwJg,13,3,22.30985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,33.20773,1601637915518,0.562149,2,94214,54.09098,609.6099,82,531.0019,UefkqbOojs07AR21i0ix,47,3,22.02485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598557216291,0.5,105,96570,37.54232,403.6276,97,500,fFrU8brLxN5Wea7PQwJg,64,0,27.00985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,155.1672,1601752212562,1.181031,-60,94796,51.30846,558.3416,69,818.6097,UefkqbOojs07AR21i0ix,35,1,22.48485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,45.12259,1598943017817,1.107768,105,96918,56.559,373.5483,97,776.2448,fFrU8brLxN5Wea7PQwJg,1109,3,19.90985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,48.83606,1598581516665,0.58523,-38,96220,48.86692,433.9688,97,541.6492,UefkqbOojs07AR21i0ix,0,1,24.75485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598306113320,0.5,-179,96935,36.9585,372.0816,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,23.71,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,29.07859,1600959912721,0.513649,-99,95788,45.7969,471.5416,-6,507.1266,UefkqbOojs07AR21i0ix,124,1,25.07985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600382114757,0.5,-135,97236,51.76194,346.1389,97,500,So15xXTTj0GAoVeomUCA,0,2,25.26485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1598524218427,0.5,-39,96947,39.62034,371.0461,97,500,UefkqbOojs07AR21i0ix,1980,1,24.74985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,38.82142,1599912608958,0.8047,-140,97236,35.72829,346.1389,97,625.9188,So15xXTTj0GAoVeomUCA,3457,3,31.26485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,147.3253,1600369511996,5.434966,108,97202,50.67143,349.0657,97,1828.415,fFrU8brLxN5Wea7PQwJg,38,3,25.79985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,55.85046,1600040117107,0.71448,107,97827,57.5705,295.3893,97,594.4526,fFrU8brLxN5Wea7PQwJg,0,3,22.89485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,89.8225,1602120023372,1.172823,-174,97602,58.49001,314.6806,72,813.996,I1t2t86ZQoGIAv1i30r9,0,3,22.31485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,58.8126,1599212112305,0.967608,104,97796,49.33742,298.0451,97,686.7559,fFrU8brLxN5Wea7PQwJg,893,3,24.19985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,34.77848,1600801211428,0.563112,-178,96294,51.79445,427.5463,98,531.4546,I1t2t86ZQoGIAv1i30r9,52,3,25.25985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,28.35209,1598845816433,0.55092,103,96951,60.43354,370.7006,97,525.6627,fFrU8brLxN5Wea7PQwJg,0,3,17.03485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601047214961,0.5,-52,95471,39.62385,499.1996,80,500,UefkqbOojs07AR21i0ix,206,1,28.13985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,37.33228,1601663114704,0.578272,0,93949,54.90249,633.0385,80,538.4844,UefkqbOojs07AR21i0ix,0,3,21.46485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599710723884,0.5,-139,97322,48.2505,338.7384,97,500,So15xXTTj0GAoVeomUCA,0,0,23.565,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599744320422,0.5,72,96929,48.9995,372.5992,97,500,gbeSfksDVEIUEEz60y87,160,0,24.77,U6rvFKB7l8gOFQca1lMf8zP0i8X2
VFC7uk23p7z,68.74173,1600290617919,0.79696,-137,97180,46.2164,350.9603,97,623.3615,So15xXTTj0GAoVeomUCA,0,3,25.50485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,174.6001,1599418217389,2.482922,105,97179,50.89043,351.0466,97,1310.16,fFrU8brLxN5Wea7PQwJg,41,3,23.62485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,216.5957,1599714316109,711.0964,111,97289,55.40848,341.5774,97,5052.69,fFrU8brLxN5Wea7PQwJg,85,3,23.38485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1600824916583,2.256728,108,96339,54.16198,423.6427,-234,1246.97,fFrU8brLxN5Wea7PQwJg,0,1,23.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,38.27194,1602168613646,0.616796,-174,97335,46.1229,337.6205,66,555.5504,I1t2t86ZQoGIAv1i30r9,318,3,24.00985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,58.65287,1602598521631,0.967976,104,96231,42.17487,433.014,99,687.0074,fFrU8brLxN5Wea7PQwJg,1921,3,22.40485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,45.9628,1601520015970,0.753216,-35,96174,53.30948,437.9633,95,608.4234,UefkqbOojs07AR21i0ix,0,3,20.71485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,108.4611,1599120315700,2.901236,103,97477,49.16292,325.4139,97,1413.161,fFrU8brLxN5Wea7PQwJg,944,3,23.02985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,213.8972,1600074011624,1.740548,-111,97841,47.1369,294.1907,97,1075.16,UefkqbOojs07AR21i0ix,1225,1,27.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,115.855,1601499620963,12.9734,174,96498,46.88392,409.8625,100,2403.979,I1t2t86ZQoGIAv1i30r9,83,3,23.94985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,212.8724,1599894616164,6.300596,-138,97196,44.82389,349.5821,97,1926.183,So15xXTTj0GAoVeomUCA,4236,3,27.34985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,87.0642,1601918715078,1.099779,-10,96280,51.51546,428.761,59,771.4569,UefkqbOojs07AR21i0ix,0,3,20.92985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599742517023,0.5,-146,97026,31.48076,364.2314,97,500,So15xXTTj0GAoVeomUCA,941,0,30.45485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,165.4832,1602225322319,21.40956,-173,97413,57.2,330.9135,58,2735.364,I1t2t86ZQoGIAv1i30r9,106,3,22.98485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600029253521,0.5,-112,97777,44.8055,299.6732,97,500,UefkqbOojs07AR21i0ix,0,0,29.6,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,29.54386,1600373114968,0.574673,-137,97228,49.08442,346.8272,97,536.8324,So15xXTTj0GAoVeomUCA,0,3,25.73485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,36.75614,1599878116889,0.66048,107,97050,59.45251,362.162,97,573.657,fFrU8brLxN5Wea7PQwJg,0,3,21.33985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598451310439,0.5,-42,96837,34.33543,380.5418,97,500,UefkqbOojs07AR21i0ix,1313,0,28.10561,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,64.75413,1598566208852,0.650817,155,96417,44.54938,416.8802,97,569.7571,SAGvj9Ar25aG4i3Xxta1,41,1,25.08985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,47.59508,1600813812981,0.679542,-177,96354,48.22542,422.3423,94,581.186,I1t2t86ZQoGIAv1i30r9,53,3,24.69985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,40.94358,1599652218567,0.606051,105,97516,55.56096,322.0643,97,550.8999,fFrU8brLxN5Wea7PQwJg,1149,3,24.27485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,119.8889,1599195911408,3.226,103,97804,53.62047,297.36,97,1483.353,fFrU8brLxN5Wea7PQwJg,205,3,23.00985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,49.03312,1600688119485,0.585992,130,96813,38.62483,382.6149,97,541.9936,fFrU8brLxN5Wea7PQwJg,824,1,29.76985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,250,1599900016555,1000,-142,97281,19.85516,342.2654,97,5318.391,So15xXTTj0GAoVeomUCA,33806,2,43.44985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599741659332,0.5,-138,97042,31.7675,362.8519,97,500,So15xXTTj0GAoVeomUCA,882,0,30.16,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,182.6719,1603684825515,13.31664,158,95658,57.17901,482.875,100,2421.254,I1t2t86ZQoGIAv1i30r9,1,3,20.86985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600137915638,0.5,-138,97478,55.80648,325.3278,97,500,So15xXTTj0GAoVeomUCA,0,2,24.57485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,131.4177,1598989815511,39.72832,105,96860,50.71093,378.5557,97,3144.341,fFrU8brLxN5Wea7PQwJg,40,3,24.12485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,62.33591,1599489312919,0.847633,107,97445,34.91929,328.1631,97,639.6729,fFrU8brLxN5Wea7PQwJg,3056,3,26.76485,ztx11HwFoJPuDJd1p7lLilvvkjg2
